"año","nombreestablecimiento","zona","direccion","telefono","nombre_Rector","tipo_Establecimiento","sector","niveles","jornadas","especialidad","grados","numero_de_Sedes","estado","correo_Electronico"
"2,016","GIMN EDUC CUNDINAMARCA                                                                              ","URBANA","KR 99 A 134 13","6811995","MILENE CELY AYALA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"milene.14@hotmail.com"
"2,016","JARD INF BAMBI DE MODELIA                                                                           ","URBANA","KR 79 42 67","2636807","MARTHA LUCIA FORERO","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"marthaforero2002@yahoo.com                        "
"2,016","GIMN PSICOPEDAG VILLA MADRIGAL (ANTES JARD INF MARAVILLOSO)","URBANA","DG 76 A 96 A 52","4314530 -- 5489868 -- 3208996707","NORA NANCY RIVERA PUENTES","INSTITUCION EDUCATIVA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2,3,4,5,6,7,8,9","1",,"norarivera57@hotmail.com"
"2,016","PREESC MI PEQUEÑO JARDIN","URBANA","CLL.128C BIS NO.41-18","6252165","MARIA CRISTINA MANCERA RINCON","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,
"2,016","COL VAN LEEUWENHOEK                                                                                 ","URBANA","DG 135 C 146 B 03","5370690","RAFAEL HERNANDO GOMEZ ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13","1",,"Colvanleeuwenhoek@hotmail.com                     "
"2,016","GUARD JARD PIOLIN                                                                                   ","URBANA","CLL. 45 NO.7-21","2452314","BEATRIZ SARMIENTO PARRA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","INST TEC CIAL MARMATOS SEDE II                                                                      ","URBANA","KR 73 I 68 A 59 SUR","7776584","MARIA BELSY GONZALEZ RIVERA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"instecomar2@latinmail.com   marperdomo2@yahoo.es                         "
"2,016","JARD INF PERSONITAS DE HOY Y DEL FUTURO                                                             ","URBANA","TV 42 107 02","2531812 / 2262680 / 2853063                       ","CLAUDIA PATRICIA VARGAS ARAMBULA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"jarperso@yahoo.com                                "
"2,016","COL EL MINUTO DE DIOS SIGLO XXI                                                                     ","URBANA","TV 74 81 C 05","4343992 -- 2510809 -- 5082230","LUZ MIRIAN ARANGO DE ROJAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"rectoriasiglo21@colegiosminutodedios.edu.co - siglo21@colegiosminutodedios.edu.co"
"2,016","COL AMERICANO DE BOGOTA                                                                             ","URBANA","KR 22 45 51","2450830 -- 2327392 ","HILDA SOLEDAD MUÑOZ ROJAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"rectoria@colamericano.edu.co "
"2,016","COLEGIO CIUDAD DE BOGOTA (IED)","URBANA","KR 25 53 B 32 SUR","2307620 -- 2707792","AMANDA UBATE RUSINQUE","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"cedciudadbogota6@gmail.com"
"2,016","INSTITUTO CENTRAL DE ESTUDIOS S.A.S","URBANA","CL 167 62 34",,"OLGA MARCELA FORERO RINCON","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"21,22,23,24,25,26","1",,
"2,016","COL NUEVA CANDELARIA                                                                                ","URBANA","CL 59 B SUR 45 08","7161609","FANNY JIMENEZ BONILLA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA",,"-2,-1,0,1,2,3,4,5","1",,"colnvacandelaria2007@yahoo.es"
"2,016","JARD INF PSICOPEDAG MIS TORTUGUITAS NINJA                                                           ","URBANA","CLL. 77A NO.68C-15","2243408 / 2526847                                 ","LIGIA  RODRIGUEZ","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"caminosbonanza@hotmail.com                        "
"2,016","COL ELOY VALENZUELA                                                                                 ","URBANA","KR 104 77 C 30","2293975","ANGELICA MARIA AVILA MUNEVAR","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5","1",,"colegio_evalenzuela@hotmail.com"
"2,016","COLEGIO DE LA UNIVERSIDAD LIBRE                                 ","URBANA","KR 70 53 40","4232712 -- 4232711","BERTHA MARLENE BELTRAN PRIETO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegio_ul@unilibre.edu.co"
"2,016","GIMNASIO INFANTIL SERGIO BENAVIDES","URBANA","CL 40 I 74 D 56","2643754","JOHANNA PATRICIA SÁNCHEZ BENAVIDES","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"johanna27r@hotmail.com "
"2,016","GIMN CAMPESTRE                                                                                      ","URBANA","CL 165 8 A 50","6684410 -- 6684400","JUAN ANTONIO CASAS PARDO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"rectoria@campestre.edu.co"
"2,016","INSTITUCION EDUCATIVA DISTRITAL COLOMBIA VIVA","URBANA","CL 50 D SUR 3 08 ESTE","7697157 -- 7697158 -- 7697167","OTTO LEONARDO GOMEZ HUERTAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE,FIN DE SEMANA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","2",,"iedcolombiaviv@redp.edu.co  --  colcolombiaviva@gmail.com"
"2,016","BTO DE ADULTOS UNAD                                                                                 ","URBANA","CL 14 SUR 14 23","3443700 - 3443700 EXT 267 - 268","RAUL ADAMES GOMEZ","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","NOCTURNA","ACADÉMICA","21,22,23,24,25,26","1",,"epermanente@unad.edu.co"
"2,016","COL NUEVO MONTESSORIANO                                                                             ","URBANA","CLL. 35 NO.78B-05","2636753","EVELIA GALEANO PACHECO","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11","1",,
"2,016","COL FERVAN                                                                                          ","URBANA","CL 73 A 101 32","4333102","LETY FERNANDEZ DE GUTIERREZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colefervan@latinmail.com  asis.rectoria@colegiofervan.edu.co                          "
"2,016","LIC PARROQ SARA ZAPATA                                                                              ","URBANA","KR 21 51 47","5105324","SONIA ESPERANZA PATIÑO MONTOYA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5","1",,
"2,016","COL INF ESPIGUITAS DORADAS                                                                          ","URBANA","KR 7 B 188 08","6711294","DIANA LUCIA REYES ALFONSO","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"espiguitasdo@cablecentro.net.co -- espiguitasdo@telmex.net.co"
"2,016","COLEGIO VENECIA (IED)","URBANA","KR 55 49 25 SUR","2307050","ALVARO HENRY CORREDOR ROJAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","2",,"coldivenecia6@redp.edu.co"
"2,016","JARD INF AMANECER DE VERANO                                                                         ","URBANA","CL 73 B 101 05","2290614","SANDRA PATRICIA SANDOVAL HERNANDEZ","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"direccion@jardinamancerdeverano.com  --  mirisada@hotmailc.om"
"2,016","GIMN CULT LIBERTAD                                                                                  ","URBANA","KR 7 A 153 31","6745738","PABLO ALEJANDRO CASALLAS JEREZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"gimculiber@yahoo.com"
"2,016","COLEGIO INTEGRACION MODERNA                                                                      ","URBANA","CL 4 71 A 41","2901653 -- 4176260","TATIANA LUISA FERNANDA CORREA PEREZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colmixto@yahoo.es"
"2,016","JARD INF MICHIN                                                                                     ","URBANA","CLL. 22G NO.42A-33","3681684 / 2443487                                 ","YOLANDA MONTERO","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","PREESC EUGENIA RAVASCO                                                                              ","URBANA","CL 12 SUR 7 A 79","2461723","HNA DIANA MARÍA GÓMEZ CASTAÑEDA","CENTRO EDUCATIVO",,"PREESCOLAR,MEDIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA","ACADÉMICA","-2,-1,0,1,26","1",,"jardin.eugeniaravasco@hotmail.com"
"2,016","JARD INF BELLAVISTA","URBANA","CL 38 SUR 107 C 29","4327786 - 4542714","JEANETH MORALES FRANCO","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA,TARDE",,"-3","1",,
"2,016","DIDASCALIO  NSTRA SRA DE LA ESPERANZA                                                               ","URBANA","KR 75 C 75 C 34 SUR","2858002 / 2321692                                 ","MIRYAM OSPINA","INSTITUCION EDUCATIVA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5,6,7,8,9","1",,"ld.col@epm.net.co                                 "
"2,016","COLEGIO JUAN LOZANO Y LOZANO (IED)","URBANA","CL 140 100 30","6822910 / 6842443/6860566 6802443","MARGARITA SIABATO PATIÑO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","2",,"coldijuanlozanoylo11@redp.edu.co"
"2,016","COL ALEXANDER HUMBOLDT                                                                              ","URBANA","KR 57 A 71 28","5473117 -- 2312218 ","LUIS HUMBERTO CORREDOR HERNÁNDEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"coordinacioncah2013@gmail.com"
"2,016","LIC INF MIS PEQUEÑOS SALTARINES                                                                     ","URBANA","CL 31 B SUR 2 35 ESTE","2065968 -- 2062102","ANA ELVIA PIRACON SALAZAR","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"liceosaltarines@hotmail.com"
"2,016","COL EDGAR SALAMANCA AFRICANO EDSALAM AFRIC                                                          ","URBANA","KR 104 A 139 21","6842536 /6824665   ","ORLANDO LONDOÑO BETANCOURT","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13","1",,"edsalamafric@hotmail.com                          "
"2,016","LIC INF CRECER JUNTOS                                                                               ","URBANA","CL 136 A 102 A 42","6831735","MARIA CRISTINA CARDOZO GARCIA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"liccrecer@yahoo.es"
"2,016","GIMN MARTIN GALEANO                                                                                 ","URBANA","KR 87 73 D 21 SUR","7764274","ALICIA MERCHAN M.","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA",,"-1,0,1,2,3,4,5","1",,"gimarga2005@hotmail.com"
"2,016","COLEGIO BOSANOVA (IED)","URBANA","CL 59 B SUR 87 B 02","7846415 / 7839625","LUZ MARINA DEDIOS ALVAREZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","2",,"cedbosanova7@redp.edu.co"
"2,016","COLEGIO BOSTON (ANTIGUO COL EDUC SAN MATEO)","URBANA","CL 34 15 37","2454581 / 3405865 / 3382386","JORGE DIEGO MURCIA OBANDO","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA","MAÑANA","ACADÉMICA","23,24,25,26","1",,
"2,016","MIMOSITOS LICEO INFANTIL","URBANA","KR 72 7 C 59","2921593","DORIS LIBIA RUBIANO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"mimositosdoris@hotmail.com"
"2,016","GIMN OXFORD                                                                                         ","URBANA","CL 152 20 75","2746515","SANDRA MARCELA ROMERO AVILA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"gimnasioxford@hotmail.com"
"2,016","COLEGIO TOBERIN (IED)","URBANA","CL 166 16 C 15","6696782 -- 6790327 -- 6790780","ALFONSO GUERRERO GUERRERO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","3",,"cedtoberin1@redp.edu.co"
"2,016","ACAD CENTRAL DE SISTEMAS ACSI","URBANA","AV CARACAS 68 11","2172538 / 2350146 /2352887 / 3474968 ","MARTHA INES TORRES","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA","ACADÉMICA","21,22,23,24,25,26","1",,"acsi.edu.co@gmail.com"
"2,016","LIC EL MUNDO DEL MAÑANA                                                                             ","URBANA","CL 2 68 A 17","2610669","NUBIA GONZALEZ AMAYA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"liceoelmundodelmanana@gmail.com"
"2,016","COLEGIO CIUDAD DE VILLAVICENCIO (ANTES INTEGD PUERTA AL LLANO)  (IED)","URBANA","KR 6 H ESTE 114 88 SUR","5697785 -- 5696148 -- 7733554","JOSE GABRIEL MOSQUERA MEJIA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","5",,"escdipuertaalllano5@redp.edu.co"
"2,016","COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED)","URBANA","CL 69 SUR 2 B 15","7688210","LUIS ALFREDO RODRIGUEZ RODRIGUEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"nuevosnandre5@gmail.com"
"2,016","LICEO MODERNO SAN MARCOS","URBANA","KR 88 B 2 06","4000413","MARCELA RODRIGUEZ CASTRO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2,3","1",,
"2,016","INSTITUCION EDUCATIVA FEDERICO GARCIA LORCA","URBANA","TV 126 132 96","7966049  --  4812935","JESUS HOLMES OSPINA CASTAÑO","CENTRO EDUCATIVO",,"BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA","NOCTURNA,TARDE,FIN DE SEMANA",,"22,23,24,25,26","1",,"institucion_edu.fgl@hotmail.com"
"2,016","LIC TEILHARD DE CHARDIN                                                                             ","URBANA","CL 146 92 24","6819921","NESTOR JULIO MENDEZ GARCIA","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11","1",,"teilhard1@starmedia.com                           "
"2,016","JARD INF OLAS DE ALEGRIA                                                                            ","URBANA","KR 19 A 61 B 46","2490226 --3172856673","LUCERO CABRERA CUELLAR","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"olasdealegria@hotmail.com"
"2,016","JARD OBRERO                                                                                         ","URBANA","KR 5 33 61","2456167 -- 3230967","LEONOR ORTIZ DE SALAZAR","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"jardininfantilobrero@tutopia.com -- jio1937@gmail.com"
"2,016","JARD INF MI GRAN AMIGO BILINGÜE                                                                     ","URBANA","KR 52 132 62","2713710","MARTHA CECILIA PARRA MORALES","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"migrambi@hotmail.com   migranamigobilingue1@yahoo.com.co                             "
"2,016","COL MARIA SANTA SOLEDAD                                                                             ","URBANA","KR 31 A BIS 4 53","4661855 -- 4661856                    ","PEDRO HUGO HEREDIA SÁNCHEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5","1",,"colsantasoledad@starmedia.com                     "
"2,016","GIMN INF GUATIQUIA                                                                                  ","URBANA","CL 59 A SUR 45 D 02","7151827","RUBIELA ANGEL GALVIS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"gguatiquia@gmail.com"
"2,016","COLEGIO USAQUEN (IED)","URBANA","CL 127 C 9 A 03","6156753 -- 2586668 -- 6156815","ANGEL RICARDO ALMANZA ROLDAN","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"colescoloniaescola1@redp.edu.co"
"2,016","COLEGIO TÉCNICO  JAIME PARDO LEAL (IED)","URBANA","KR 10 A 3 63 SUR","2462920 / 2461459 /2462383","SANDRA JOHANA ALBARRACIN LARA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","COMERCIAL,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"cedjaimepardoleal15@redp.edu.co"
"2,016","COL SANTIAGO FELIPE                                                                                 ","URBANA","KR 40 A 28 21 SUR","2029469","LUIS FELIPE MENDEZ RODRIGUEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5,6,7,8,9","1",,"sacofe@starmedia.com                              "
"2,016","UNID EDUC JEAN PIAGET                                                                               ","URBANA","CL 2 B 70 A 57","2607561 / 2620527  /4145801","ESPERANZA DIAGO DE RODRIGUEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"uejeanpiaget@yahoo.es                     "
"2,016","LICEO ANTONIO NARIÑO","URBANA","CL 135 141 B 08","5389981","EDILBERTO HERNANDEZ HERNANDEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",," liceoantonionarino11@gmail.com"
"2,016","JARDIN INFANTIL KAIKU","URBANA","CL 95 20 28","6110360 -- 6913381","CLAUDIA JULIANA RIAÑO RUIZ","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"kaikujardininfantil@gmail.com"
"2,016","JARD INF MANITAS FELICES                                                                            ","URBANA","KR 112 A 71 L 22","2292932","MONICA AMPARO CUERVO MERCHAN","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,"nenitacm@hotmail.com                              "
"2,016","LIC PSICOPEDAG EL TEOREMA DE APRENDER                                                               ","URBANA","KR 14 54 61 SUR","7690061 / 7690530                                 ","LUZ ESPERANZA JIMENEZ GALARZA","INSTITUCION EDUCATIVA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5,6,7,8,9","1",,"licteoremaluz@hotmail.com"
"2,016","LIC INTEGRAL SAN CARLOS                                                                             ","URBANA","KR 17 52 83 SUR","7606560","PATRICIA ROCHA CAICEDO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1","1",,"liceointegralsancarlos@yahoo.es"
"2,016","INST NSTRA SRA DEL AMPARO                                                                           ","URBANA","AK 70 49 82","2630771 -- 2630709","HNA GLORIA ISABEL HUERFANO PEREZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"insa@etb.net.co -- insa@hotmail.com"
"2,016","COL ANTONIO NARIÑO H.H. CORAZONISTAS                                                                ","URBANA","CL 63 15 70","4674125  --  2496521","HNO GERARDO LEON GUACA FUENTES","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA","ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11","1",,"secretaria.can@corazonistas.edu.co"
"2,016","COLEGIO CASTILLA (IED)","URBANA","KR 78 8 A 43","2923167","LUZ MERY PULIDO GORDILLO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"cednvacastilla8@redp.edu.co"
"2,016","COL EL DUQUE DE RIVAS                                                                               ","URBANA","KR 80 H 50 A 09 SUR","4502425","RUT URUEÑA SANABRIA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegioelduquederivas@gmail.com"
"2,016","COLEGIO SANTO DOMINGO BILINGÜE","URBANA","KR 72 P 38 A 17 SUR","7450600","FLAVIO JAVIER BURBANO TORRES","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"secretaria@colegiosantodomingo.edu.co flavioburbano@hotmail.com"
"2,016","COL MANDALAY","URBANA","KR 74 A 4 34","2641967","NOHORA IZQUIERDO DE ROJAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,
"2,016","COLEGIO AULAS COLOMBIANAS SAN LUIS (IED])","URBANA","KR 11 ESTE 1 A 85","3281041 EXT 102 -- 3283988","JOSE HIDALGO RESTREPO BERMEO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,NOCTURNA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","2",,"escdiaulascolombia3@redp.edu.co"
"2,016","JARD INF PLATERO Y YO                                                                               ","URBANA","KR 68 178 56","6716387","TULIA GOMEZ DE CRUMP","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,
"2,016","COL EL MINUTO DE DIOS                                                                               ","URBANA","TV 74 81 C 05","5082230 -- 5082231","MARTHA CATALINA VELA SALCEDO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"cemidcolmd@colegiosminutodedios.edu.co -- colegiominutobachillerato@yahoo.es"
"2,016","COL NIÑOS DE COLOMBIA                                                                               ","URBANA","CR. 72 NO.34- 54 MZ B 1 NUCLEO A","4160948","MARTHA YANETH ORDUZ A.","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"marthaluz@hotmail.com                             "
"2,016","COLEGIO JOSE MARIA CARBONELL (IED)","URBANA","KR 4 0 43","2333652 -- 2469683 -- 2469967","YOHAN MONTAÑO RAMOS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"coldijosemariacarb4@redp.edu.co"
"2,016","LICEO CRISTOBAL DE OLID","URBANA","KR 79 BIS A 56 A 07 SUR","7009149","LUZ MERY AVILA DE CARDENAS","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"luzmerycrd@gmail.com -- ingridcard17@hotmail.com"
"2,016","TALLER PSICOPEDAG MIS PEQUEÑOS ARTISTAS                                                             ","URBANA","CLL. 24 BIS NO. 24-14","2446868 / 2444223 / 4808182 / 2444223             ","MONICA FORERO SANCHEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
